2024-02-29 12:00:14.383 | DEBUG    | __main__:post_request:52 - 2024-02-29 12:00:14 发起post请求:模拟xendit dana下单回调成功
2024-02-29 16:18:58.147 | DEBUG    | lib.create_order2:post_request:53 - 2024-02-29 16:18:58 请求时的入参: https://sit.tikipay.co/pay/createOrder?amount=10000&currency=IDR&expectPayCodeType=0&merchantId=100119&orderNo=TestOrderNo_1709194738147&payChannel=15&payerName=test&payerPhone=0888888881&productId=2023&subject=TestSubject&version=1.0&sign=126aae312b855b5da827a8e38e9ea767
2024-02-29 16:18:58.150 | ERROR    | lib.create_order2:post_request:63 - 请求异常: HTTPSConnectionPool(host='sit.tikipay.co', port=443): Max retries exceeded with url: /pay/createOrder?amount=10000&currency=IDR&expectPayCodeType=0&merchantId=100119&orderNo=TestOrderNo_1709194738147&payChannel=15&payerName=test&payerPhone=0888888881&productId=2023&subject=TestSubject&version=1.0&sign=126aae312b855b5da827a8e38e9ea767 (Caused by ProxyError('Unable to connect to proxy', SSLError(SSLError("bad handshake: SysCallError(-1, 'Unexpected EOF')"))))
2024-02-29 16:18:58.194 | DEBUG    | lib.create_order2:post_request:52 - 2024-02-29 16:18:58 发起post请求:模拟xendit dana下单成功
2024-02-29 16:18:58.194 | DEBUG    | lib.create_order2:post_request:53 - 2024-02-29 16:18:58 请求时的入参: https://sit.tikipay.co/pay/createOrder?amount=10000&currency=IDR&expectPayCodeType=0&merchantId=100119&orderNo=TestOrderNo_1709194738194&payChannel=16&payerName=test&payerPhone=0888888881&productId=2023&subject=TestSubject&version=1.0&sign=254803d3a6099ffe065ca9d27a7c28d2
2024-02-29 16:18:58.197 | ERROR    | lib.create_order2:post_request:63 - 请求异常: HTTPSConnectionPool(host='sit.tikipay.co', port=443): Max retries exceeded with url: /pay/createOrder?amount=10000&currency=IDR&expectPayCodeType=0&merchantId=100119&orderNo=TestOrderNo_1709194738194&payChannel=16&payerName=test&payerPhone=0888888881&productId=2023&subject=TestSubject&version=1.0&sign=254803d3a6099ffe065ca9d27a7c28d2 (Caused by ProxyError('Unable to connect to proxy', SSLError(SSLError("bad handshake: SysCallError(-1, 'Unexpected EOF')"))))
2024-02-29 16:18:58.252 | DEBUG    | lib.create_order2:post_request:52 - 2024-02-29 16:18:58 发起post请求:模拟xendit dana下单成功
2024-02-29 16:18:58.252 | DEBUG    | lib.create_order2:post_request:53 - 2024-02-29 16:18:58 请求时的入参: https://sit.tikipay.co/pay/createOrder?amount=10000&currency=IDR&expectPayCodeType=0&merchantId=100119&orderNo=TestOrderNo_1709194738252&payChannel=17&payerName=test&payerPhone=0888888881&productId=2023&subject=TestSubject&version=1.0&sign=df05a1c05aba94164fb867ac69daa194
2024-02-29 16:18:58.254 | ERROR    | lib.create_order2:post_request:63 - 请求异常: HTTPSConnectionPool(host='sit.tikipay.co', port=443): Max retries exceeded with url: /pay/createOrder?amount=10000&currency=IDR&expectPayCodeType=0&merchantId=100119&orderNo=TestOrderNo_1709194738252&payChannel=17&payerName=test&payerPhone=0888888881&productId=2023&subject=TestSubject&version=1.0&sign=df05a1c05aba94164fb867ac69daa194 (Caused by ProxyError('Unable to connect to proxy', SSLError(SSLError("bad handshake: SysCallError(-1, 'Unexpected EOF')"))))
2024-02-29 16:18:58.294 | DEBUG    | lib.create_order2:post_request:52 - 2024-02-29 16:18:58 发起post请求:模拟xendit dana下单成功
2024-02-29 16:18:58.294 | DEBUG    | lib.create_order2:post_request:53 - 2024-02-29 16:18:58 请求时的入参: https://sit.tikipay.co/pay/createOrder?amount=10000&currency=IDR&expectPayCodeType=0&merchantId=100119&orderNo=TestOrderNo_1709194738294&payChannel=18&payerName=test&payerPhone=0888888881&productId=2023&subject=TestSubject&version=1.0&sign=7c6d41f71e8e777ff7a3dcc8e7ab53d1
2024-02-29 16:18:58.297 | ERROR    | lib.create_order2:post_request:63 - 请求异常: HTTPSConnectionPool(host='sit.tikipay.co', port=443): Max retries exceeded with url: /pay/createOrder?amount=10000&currency=IDR&expectPayCodeType=0&merchantId=100119&orderNo=TestOrderNo_1709194738294&payChannel=18&payerName=test&payerPhone=0888888881&productId=2023&subject=TestSubject&version=1.0&sign=7c6d41f71e8e777ff7a3dcc8e7ab53d1 (Caused by ProxyError('Unable to connect to proxy', SSLError(SSLError("bad handshake: SysCallError(-1, 'Unexpected EOF')"))))
2024-02-29 16:18:58.333 | DEBUG    | lib.create_order2:post_request:52 - 2024-02-29 16:18:58 发起post请求:模拟xendit dana下单成功
2024-02-29 16:18:58.333 | DEBUG    | lib.create_order2:post_request:53 - 2024-02-29 16:18:58 请求时的入参: https://sit.tikipay.co/pay/createOrder?amount=10000&currency=IDR&expectPayCodeType=0&merchantId=100119&orderNo=TestOrderNo_1709194738334&payChannel=19&payerName=test&payerPhone=0888888881&productId=2023&subject=TestSubject&version=1.0&sign=1978110f33d7a08364519b552003a100
2024-02-29 16:18:58.335 | ERROR    | lib.create_order2:post_request:63 - 请求异常: HTTPSConnectionPool(host='sit.tikipay.co', port=443): Max retries exceeded with url: /pay/createOrder?amount=10000&currency=IDR&expectPayCodeType=0&merchantId=100119&orderNo=TestOrderNo_1709194738334&payChannel=19&payerName=test&payerPhone=0888888881&productId=2023&subject=TestSubject&version=1.0&sign=1978110f33d7a08364519b552003a100 (Caused by ProxyError('Unable to connect to proxy', SSLError(SSLError("bad handshake: SysCallError(-1, 'Unexpected EOF')"))))
2024-02-29 16:18:58.372 | DEBUG    | lib.create_order2:post_request:52 - 2024-02-29 16:18:58 发起post请求:模拟xendit dana下单成功
2024-02-29 16:18:58.372 | DEBUG    | lib.create_order2:post_request:53 - 2024-02-29 16:18:58 请求时的入参: https://sit.tikipay.co/pay/createOrder?amount=10000&currency=IDR&expectPayCodeType=0&merchantId=100119&orderNo=TestOrderNo_1709194738373&payChannel=38&payerName=test&payerPhone=0888888881&productId=2023&subject=TestSubject&version=1.0&sign=028098c86e126e2ba263fd57853e90ac
2024-02-29 16:18:58.374 | ERROR    | lib.create_order2:post_request:63 - 请求异常: HTTPSConnectionPool(host='sit.tikipay.co', port=443): Max retries exceeded with url: /pay/createOrder?amount=10000&currency=IDR&expectPayCodeType=0&merchantId=100119&orderNo=TestOrderNo_1709194738373&payChannel=38&payerName=test&payerPhone=0888888881&productId=2023&subject=TestSubject&version=1.0&sign=028098c86e126e2ba263fd57853e90ac (Caused by ProxyError('Unable to connect to proxy', SSLError(SSLError("bad handshake: SysCallError(-1, 'Unexpected EOF')"))))
2024-02-29 16:19:39.385 | DEBUG    | lib.create_order2:post_request:52 - 2024-02-29 16:19:39 发起post请求:模拟xendit dana下单成功
2024-02-29 16:19:39.385 | DEBUG    | lib.create_order2:post_request:53 - 2024-02-29 16:19:39 请求时的入参: https://sit.tikipay.co/pay/createOrder?amount=10000&currency=IDR&expectPayCodeType=0&merchantId=100119&orderNo=TestOrderNo_1709194779385&payChannel=1&payerName=test&payerPhone=0888888881&productId=2023&subject=TestSubject&version=1.0&sign=914172eaeb60b67f24b4421b32bf8dc2
2024-02-29 16:19:39.393 | ERROR    | lib.create_order2:post_request:63 - 请求异常: HTTPSConnectionPool(host='sit.tikipay.co', port=443): Max retries exceeded with url: /pay/createOrder?amount=10000&currency=IDR&expectPayCodeType=0&merchantId=100119&orderNo=TestOrderNo_1709194779385&payChannel=1&payerName=test&payerPhone=0888888881&productId=2023&subject=TestSubject&version=1.0&sign=914172eaeb60b67f24b4421b32bf8dc2 (Caused by ProxyError('Unable to connect to proxy', SSLError(SSLError("bad handshake: SysCallError(-1, 'Unexpected EOF')"))))
2024-02-29 16:19:39.502 | DEBUG    | lib.create_order2:post_request:52 - 2024-02-29 16:19:39 发起post请求:模拟xendit dana下单成功
2024-02-29 16:19:39.502 | DEBUG    | lib.create_order2:post_request:53 - 2024-02-29 16:19:39 请求时的入参: https://sit.tikipay.co/pay/createOrder?amount=10000&currency=IDR&expectPayCodeType=0&merchantId=100119&orderNo=TestOrderNo_1709194779503&payChannel=3&payerName=test&payerPhone=0888888881&productId=2023&subject=TestSubject&version=1.0&sign=e7d7073803b41619654caf98e364b8bc
2024-02-29 16:19:39.506 | ERROR    | lib.create_order2:post_request:63 - 请求异常: HTTPSConnectionPool(host='sit.tikipay.co', port=443): Max retries exceeded with url: /pay/createOrder?amount=10000&currency=IDR&expectPayCodeType=0&merchantId=100119&orderNo=TestOrderNo_1709194779503&payChannel=3&payerName=test&payerPhone=0888888881&productId=2023&subject=TestSubject&version=1.0&sign=e7d7073803b41619654caf98e364b8bc (Caused by ProxyError('Unable to connect to proxy', SSLError(SSLError("bad handshake: SysCallError(-1, 'Unexpected EOF')"))))
2024-02-29 16:19:39.544 | DEBUG    | lib.create_order2:post_request:52 - 2024-02-29 16:19:39 发起post请求:模拟xendit dana下单成功
2024-02-29 16:19:39.544 | DEBUG    | lib.create_order2:post_request:53 - 2024-02-29 16:19:39 请求时的入参: https://sit.tikipay.co/pay/createOrder?amount=10000&currency=IDR&expectPayCodeType=0&merchantId=100119&orderNo=TestOrderNo_1709194779545&payChannel=4&payerName=test&payerPhone=0888888881&productId=2023&subject=TestSubject&version=1.0&sign=9c9ece6d8b840e47f246c0960ab311a8
2024-02-29 16:19:39.548 | ERROR    | lib.create_order2:post_request:63 - 请求异常: HTTPSConnectionPool(host='sit.tikipay.co', port=443): Max retries exceeded with url: /pay/createOrder?amount=10000&currency=IDR&expectPayCodeType=0&merchantId=100119&orderNo=TestOrderNo_1709194779545&payChannel=4&payerName=test&payerPhone=0888888881&productId=2023&subject=TestSubject&version=1.0&sign=9c9ece6d8b840e47f246c0960ab311a8 (Caused by ProxyError('Unable to connect to proxy', SSLError(SSLError("bad handshake: SysCallError(-1, 'Unexpected EOF')"))))
2024-02-29 16:19:39.588 | DEBUG    | lib.create_order2:post_request:52 - 2024-02-29 16:19:39 发起post请求:模拟xendit dana下单成功
2024-02-29 16:19:39.589 | DEBUG    | lib.create_order2:post_request:53 - 2024-02-29 16:19:39 请求时的入参: https://sit.tikipay.co/pay/createOrder?amount=10000&currency=IDR&expectPayCodeType=0&merchantId=100119&orderNo=TestOrderNo_1709194779588&payChannel=5&payerName=test&payerPhone=0888888881&productId=2023&subject=TestSubject&version=1.0&sign=6c3ed634731c2a66d463363c297ae496
2024-02-29 16:19:39.591 | ERROR    | lib.create_order2:post_request:63 - 请求异常: HTTPSConnectionPool(host='sit.tikipay.co', port=443): Max retries exceeded with url: /pay/createOrder?amount=10000&currency=IDR&expectPayCodeType=0&merchantId=100119&orderNo=TestOrderNo_1709194779588&payChannel=5&payerName=test&payerPhone=0888888881&productId=2023&subject=TestSubject&version=1.0&sign=6c3ed634731c2a66d463363c297ae496 (Caused by ProxyError('Unable to connect to proxy', SSLError(SSLError("bad handshake: SysCallError(-1, 'Unexpected EOF')"))))
2024-02-29 16:19:39.638 | DEBUG    | lib.create_order2:post_request:52 - 2024-02-29 16:19:39 发起post请求:模拟xendit dana下单成功
2024-02-29 16:19:39.638 | DEBUG    | lib.create_order2:post_request:53 - 2024-02-29 16:19:39 请求时的入参: https://sit.tikipay.co/pay/createOrder?amount=10000&currency=IDR&expectPayCodeType=0&merchantId=100119&orderNo=TestOrderNo_1709194779638&payChannel=6&payerName=test&payerPhone=0888888881&productId=2023&subject=TestSubject&version=1.0&sign=56d9993cbd60bf930fae23d67df05c7c
2024-02-29 16:19:39.641 | ERROR    | lib.create_order2:post_request:63 - 请求异常: HTTPSConnectionPool(host='sit.tikipay.co', port=443): Max retries exceeded with url: /pay/createOrder?amount=10000&currency=IDR&expectPayCodeType=0&merchantId=100119&orderNo=TestOrderNo_1709194779638&payChannel=6&payerName=test&payerPhone=0888888881&productId=2023&subject=TestSubject&version=1.0&sign=56d9993cbd60bf930fae23d67df05c7c (Caused by ProxyError('Unable to connect to proxy', SSLError(SSLError("bad handshake: SysCallError(-1, 'Unexpected EOF')"))))
2024-02-29 16:19:39.690 | DEBUG    | lib.create_order2:post_request:52 - 2024-02-29 16:19:39 发起post请求:模拟xendit dana下单成功
2024-02-29 16:19:39.691 | DEBUG    | lib.create_order2:post_request:53 - 2024-02-29 16:19:39 请求时的入参: https://sit.tikipay.co/pay/createOrder?amount=10000&currency=IDR&expectPayCodeType=0&merchantId=100119&orderNo=TestOrderNo_1709194779690&payChannel=8&payerName=test&payerPhone=0888888881&productId=2023&subject=TestSubject&version=1.0&sign=89dfb4490f2af293e4dd041638a75b21
2024-02-29 16:19:39.693 | ERROR    | lib.create_order2:post_request:63 - 请求异常: HTTPSConnectionPool(host='sit.tikipay.co', port=443): Max retries exceeded with url: /pay/createOrder?amount=10000&currency=IDR&expectPayCodeType=0&merchantId=100119&orderNo=TestOrderNo_1709194779690&payChannel=8&payerName=test&payerPhone=0888888881&productId=2023&subject=TestSubject&version=1.0&sign=89dfb4490f2af293e4dd041638a75b21 (Caused by ProxyError('Unable to connect to proxy', SSLError(SSLError("bad handshake: SysCallError(-1, 'Unexpected EOF')"))))
2024-02-29 16:19:39.728 | DEBUG    | lib.create_order2:post_request:52 - 2024-02-29 16:19:39 发起post请求:模拟xendit dana下单成功
2024-02-29 16:19:39.728 | DEBUG    | lib.create_order2:post_request:53 - 2024-02-29 16:19:39 请求时的入参: https://sit.tikipay.co/pay/createOrder?amount=10000&currency=IDR&expectPayCodeType=0&merchantId=100119&orderNo=TestOrderNo_1709194779728&payChannel=9&payerName=test&payerPhone=0888888881&productId=2023&subject=TestSubject&version=1.0&sign=49e833ea313fff6285af328886e1888a
2024-02-29 16:19:39.730 | ERROR    | lib.create_order2:post_request:63 - 请求异常: HTTPSConnectionPool(host='sit.tikipay.co', port=443): Max retries exceeded with url: /pay/createOrder?amount=10000&currency=IDR&expectPayCodeType=0&merchantId=100119&orderNo=TestOrderNo_1709194779728&payChannel=9&payerName=test&payerPhone=0888888881&productId=2023&subject=TestSubject&version=1.0&sign=49e833ea313fff6285af328886e1888a (Caused by ProxyError('Unable to connect to proxy', SSLError(SSLError("bad handshake: SysCallError(-1, 'Unexpected EOF')"))))
2024-02-29 16:19:39.765 | DEBUG    | lib.create_order2:post_request:52 - 2024-02-29 16:19:39 发起post请求:模拟xendit dana下单成功
2024-02-29 16:19:39.766 | DEBUG    | lib.create_order2:post_request:53 - 2024-02-29 16:19:39 请求时的入参: https://sit.tikipay.co/pay/createOrder?amount=10000&currency=IDR&expectPayCodeType=0&merchantId=100119&orderNo=TestOrderNo_1709194779765&payChannel=12&payerName=test&payerPhone=0888888881&productId=2023&subject=TestSubject&version=1.0&sign=8f3336c49e62290d063b230a15dc36a2
2024-02-29 16:19:39.768 | ERROR    | lib.create_order2:post_request:63 - 请求异常: HTTPSConnectionPool(host='sit.tikipay.co', port=443): Max retries exceeded with url: /pay/createOrder?amount=10000&currency=IDR&expectPayCodeType=0&merchantId=100119&orderNo=TestOrderNo_1709194779765&payChannel=12&payerName=test&payerPhone=0888888881&productId=2023&subject=TestSubject&version=1.0&sign=8f3336c49e62290d063b230a15dc36a2 (Caused by ProxyError('Unable to connect to proxy', SSLError(SSLError("bad handshake: SysCallError(-1, 'Unexpected EOF')"))))
2024-02-29 16:19:39.802 | DEBUG    | lib.create_order2:post_request:52 - 2024-02-29 16:19:39 发起post请求:模拟xendit dana下单成功
2024-02-29 16:19:39.802 | DEBUG    | lib.create_order2:post_request:53 - 2024-02-29 16:19:39 请求时的入参: https://sit.tikipay.co/pay/createOrder?amount=10000&currency=IDR&expectPayCodeType=0&merchantId=100119&orderNo=TestOrderNo_1709194779802&payChannel=15&payerName=test&payerPhone=0888888881&productId=2023&subject=TestSubject&version=1.0&sign=30c5a03510f01e63b93926d1a87143cb
2024-02-29 16:19:39.805 | ERROR    | lib.create_order2:post_request:63 - 请求异常: HTTPSConnectionPool(host='sit.tikipay.co', port=443): Max retries exceeded with url: /pay/createOrder?amount=10000&currency=IDR&expectPayCodeType=0&merchantId=100119&orderNo=TestOrderNo_1709194779802&payChannel=15&payerName=test&payerPhone=0888888881&productId=2023&subject=TestSubject&version=1.0&sign=30c5a03510f01e63b93926d1a87143cb (Caused by ProxyError('Unable to connect to proxy', SSLError(SSLError("bad handshake: SysCallError(-1, 'Unexpected EOF')"))))
2024-02-29 16:19:39.840 | DEBUG    | lib.create_order2:post_request:52 - 2024-02-29 16:19:39 发起post请求:模拟xendit dana下单成功
2024-02-29 16:19:39.840 | DEBUG    | lib.create_order2:post_request:53 - 2024-02-29 16:19:39 请求时的入参: https://sit.tikipay.co/pay/createOrder?amount=10000&currency=IDR&expectPayCodeType=0&merchantId=100119&orderNo=TestOrderNo_1709194779840&payChannel=16&payerName=test&payerPhone=0888888881&productId=2023&subject=TestSubject&version=1.0&sign=3a84e574d652d72d9ce8471f74aaba97
2024-02-29 16:19:39.842 | ERROR    | lib.create_order2:post_request:63 - 请求异常: HTTPSConnectionPool(host='sit.tikipay.co', port=443): Max retries exceeded with url: /pay/createOrder?amount=10000&currency=IDR&expectPayCodeType=0&merchantId=100119&orderNo=TestOrderNo_1709194779840&payChannel=16&payerName=test&payerPhone=0888888881&productId=2023&subject=TestSubject&version=1.0&sign=3a84e574d652d72d9ce8471f74aaba97 (Caused by ProxyError('Unable to connect to proxy', SSLError(SSLError("bad handshake: SysCallError(-1, 'Unexpected EOF')"))))
2024-02-29 16:19:39.889 | DEBUG    | lib.create_order2:post_request:52 - 2024-02-29 16:19:39 发起post请求:模拟xendit dana下单成功
2024-02-29 16:19:39.889 | DEBUG    | lib.create_order2:post_request:53 - 2024-02-29 16:19:39 请求时的入参: https://sit.tikipay.co/pay/createOrder?amount=10000&currency=IDR&expectPayCodeType=0&merchantId=100119&orderNo=TestOrderNo_1709194779890&payChannel=17&payerName=test&payerPhone=0888888881&productId=2023&subject=TestSubject&version=1.0&sign=2e6b2dce51da0a276f171f0fd2b44564
2024-02-29 16:19:39.892 | ERROR    | lib.create_order2:post_request:63 - 请求异常: HTTPSConnectionPool(host='sit.tikipay.co', port=443): Max retries exceeded with url: /pay/createOrder?amount=10000&currency=IDR&expectPayCodeType=0&merchantId=100119&orderNo=TestOrderNo_1709194779890&payChannel=17&payerName=test&payerPhone=0888888881&productId=2023&subject=TestSubject&version=1.0&sign=2e6b2dce51da0a276f171f0fd2b44564 (Caused by ProxyError('Unable to connect to proxy', SSLError(SSLError("bad handshake: SysCallError(-1, 'Unexpected EOF')"))))
2024-02-29 16:19:39.925 | DEBUG    | lib.create_order2:post_request:52 - 2024-02-29 16:19:39 发起post请求:模拟xendit dana下单成功
2024-02-29 16:19:39.926 | DEBUG    | lib.create_order2:post_request:53 - 2024-02-29 16:19:39 请求时的入参: https://sit.tikipay.co/pay/createOrder?amount=10000&currency=IDR&expectPayCodeType=0&merchantId=100119&orderNo=TestOrderNo_1709194779926&payChannel=18&payerName=test&payerPhone=0888888881&productId=2023&subject=TestSubject&version=1.0&sign=21e41022c673b7e5e4bb7abf138cacdd
2024-02-29 16:19:39.928 | ERROR    | lib.create_order2:post_request:63 - 请求异常: HTTPSConnectionPool(host='sit.tikipay.co', port=443): Max retries exceeded with url: /pay/createOrder?amount=10000&currency=IDR&expectPayCodeType=0&merchantId=100119&orderNo=TestOrderNo_1709194779926&payChannel=18&payerName=test&payerPhone=0888888881&productId=2023&subject=TestSubject&version=1.0&sign=21e41022c673b7e5e4bb7abf138cacdd (Caused by ProxyError('Unable to connect to proxy', SSLError(SSLError("bad handshake: SysCallError(-1, 'Unexpected EOF')"))))
2024-02-29 16:19:39.965 | DEBUG    | lib.create_order2:post_request:52 - 2024-02-29 16:19:39 发起post请求:模拟xendit dana下单成功
2024-02-29 16:19:39.965 | DEBUG    | lib.create_order2:post_request:53 - 2024-02-29 16:19:39 请求时的入参: https://sit.tikipay.co/pay/createOrder?amount=10000&currency=IDR&expectPayCodeType=0&merchantId=100119&orderNo=TestOrderNo_1709194779966&payChannel=19&payerName=test&payerPhone=0888888881&productId=2023&subject=TestSubject&version=1.0&sign=0de6cc453dda94ff35c62f5562c8e33f
2024-02-29 16:19:39.967 | ERROR    | lib.create_order2:post_request:63 - 请求异常: HTTPSConnectionPool(host='sit.tikipay.co', port=443): Max retries exceeded with url: /pay/createOrder?amount=10000&currency=IDR&expectPayCodeType=0&merchantId=100119&orderNo=TestOrderNo_1709194779966&payChannel=19&payerName=test&payerPhone=0888888881&productId=2023&subject=TestSubject&version=1.0&sign=0de6cc453dda94ff35c62f5562c8e33f (Caused by ProxyError('Unable to connect to proxy', SSLError(SSLError("bad handshake: SysCallError(-1, 'Unexpected EOF')"))))
2024-02-29 16:19:40.007 | DEBUG    | lib.create_order2:post_request:52 - 2024-02-29 16:19:40 发起post请求:模拟xendit dana下单成功
2024-02-29 16:19:40.007 | DEBUG    | lib.create_order2:post_request:53 - 2024-02-29 16:19:40 请求时的入参: https://sit.tikipay.co/pay/createOrder?amount=10000&currency=IDR&expectPayCodeType=0&merchantId=100119&orderNo=TestOrderNo_1709194780007&payChannel=38&payerName=test&payerPhone=0888888881&productId=2023&subject=TestSubject&version=1.0&sign=a189d5acf876d669b9ec7907864ad07e
2024-02-29 16:19:40.009 | ERROR    | lib.create_order2:post_request:63 - 请求异常: HTTPSConnectionPool(host='sit.tikipay.co', port=443): Max retries exceeded with url: /pay/createOrder?amount=10000&currency=IDR&expectPayCodeType=0&merchantId=100119&orderNo=TestOrderNo_1709194780007&payChannel=38&payerName=test&payerPhone=0888888881&productId=2023&subject=TestSubject&version=1.0&sign=a189d5acf876d669b9ec7907864ad07e (Caused by ProxyError('Unable to connect to proxy', SSLError(SSLError("bad handshake: SysCallError(-1, 'Unexpected EOF')"))))
